Election Type,Name Raw,Office,Party,State Abbr,State County,State Name,County,State FIPS,County FIPS,Precinct,Jurisdiction,Votes
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,410011,1,565
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,410011,1,222
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,410011,1,18
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,410011,1,44
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,410011,1,17
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,410012,2,520
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,410012,2,209
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,410012,2,17
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,410012,2,47
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,410012,2,30
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,410013,3,611
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,410013,3,202
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,410013,3,21
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,410013,3,39
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,410013,3,20
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,410014,4,745
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,410014,4,222
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,410014,4,24
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,410014,4,52
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,410014,4,24
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,410015,5,820
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,410015,5,217
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,410015,5,16
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,410015,5,58
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,410015,5,26
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,4100113,13,568
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,4100113,13,93
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,4100113,13,3
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,4100113,13,17
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,4100113,13,17
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,4100114,14,77
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,4100114,14,4
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,4100114,14,0
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,4100114,14,1
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,4100114,14,0
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,4100115,15,330
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,4100115,15,72
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,4100115,15,2
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,4100115,15,14
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,4100115,15,7
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,4100117,17,406
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,4100117,17,94
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,4100117,17,6
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,4100117,17,43
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,4100117,17,21
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,4100118,18,69
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,4100118,18,4
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,4100118,18,2
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,4100118,18,2
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,4100118,18,1
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,4100119,19,170
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,4100119,19,46
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,4100119,19,4
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,4100119,19,19
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,4100119,19,3
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,4100120,20,38
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,4100120,20,13
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,4100120,20,0
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,4100120,20,4
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,4100120,20,3
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,4100121,21,130
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,4100121,21,14
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,4100121,21,4
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,4100121,21,10
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,4100121,21,2
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,4100122,22,370
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,4100122,22,163
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,4100122,22,9
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,4100122,22,23
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,4100122,22,22
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,4100124,24,513
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,4100124,24,161
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,4100124,24,4
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,4100124,24,27
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,4100124,24,24
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,4100125,25,208
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,4100125,25,55
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,4100125,25,3
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,4100125,25,12
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,4100125,25,0
general,Donald J Trump,President,REP,OR,OR | BAKER,Oregon,Baker,41,41001,4100126,26,78
general,Hillary Clinton,President,DEM,OR,OR | BAKER,Oregon,Baker,41,41001,4100126,26,6
general,Jill Stein,President,PGP,OR,OR | BAKER,Oregon,Baker,41,41001,4100126,26,1
general,Gary Johnson,President,LBT,OR,OR | BAKER,Oregon,Baker,41,41001,4100126,26,1
general,Write-ins,President,,OR,OR | BAKER,Oregon,Baker,41,41001,4100126,26,0
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100302 - Corvallis TWO,02 - Corvallis TWO,326
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100303 - Corvallis THREE,03 - Corvallis THREE,617
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100304 - Corvallis FOUR,04 - Corvallis FOUR,419
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100305 - Corvallis FIVE,05 - Corvallis FIVE,291
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100306 - Corvallis SIX,06 - Corvallis SIX,531
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100307 - Corvallis SEVEN,07 - Corvallis SEVEN,516
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100308 - Corvallis EIGHT,08 - Corvallis EIGHT,782
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100309 - Corvallis NINE,09 - Corvallis NINE,752
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100310 - Philomath,10 - Philomath,872
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100312 - Adair Village,12 - Adair Village,173
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100313 - Monroe,13 - Monroe,157
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100314 - Alsea School,14 - Alsea School,306
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100315 - Northwest,15 - Northwest,1025
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100316 - Corvallis Rural,16 - Corvallis Rural,795
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100317 - North 509J,17 - North 509J,344
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100318 - Albany Rural,18 - Albany Rural,740
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100319 - South 509J,19 - South 509J,424
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100320 - Monroe Rural,20 - Monroe Rural,788
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100321 - Philomath Rural,21 - Philomath Rural,144
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100322 - Adair Rural,22 - Adair Rural,182
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100323 - Highway 20,23 - Highway 20,237
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100324 - N Albany N,24 - N Albany N,1230
general,Donald J Trump,President,REP,OR,OR | BENTON,Oregon,Benton,41,41003,4100325 - N Albany S,25 - N Albany S,1007
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100301 - Corvallis ONE,01 - Corvallis ONE,2311
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100302 - Corvallis TWO,02 - Corvallis TWO,1737
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100303 - Corvallis THREE,03 - Corvallis THREE,2147
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100304 - Corvallis FOUR,04 - Corvallis FOUR,1772
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100305 - Corvallis FIVE,05 - Corvallis FIVE,1781
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100306 - Corvallis SIX,06 - Corvallis SIX,2151
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100307 - Corvallis SEVEN,07 - Corvallis SEVEN,2963
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100308 - Corvallis EIGHT,08 - Corvallis EIGHT,2809
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100309 - Corvallis NINE,09 - Corvallis NINE,1917
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100310 - Philomath,10 - Philomath,1174
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100312 - Adair Village,12 - Adair Village,193
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100313 - Monroe,13 - Monroe,87
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100314 - Alsea School,14 - Alsea School,165
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100315 - Northwest,15 - Northwest,1064
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100316 - Corvallis Rural,16 - Corvallis Rural,1699
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100317 - North 509J,17 - North 509J,861
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100318 - Albany Rural,18 - Albany Rural,491
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100319 - South 509J,19 - South 509J,519
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100320 - Monroe Rural,20 - Monroe Rural,492
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100321 - Philomath Rural,21 - Philomath Rural,167
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100322 - Adair Rural,22 - Adair Rural,243
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100323 - Highway 20,23 - Highway 20,306
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100324 - N Albany N,24 - N Albany N,1214
general,Hillary Clinton,President,DEM,OR,OR | BENTON,Oregon,Benton,41,41003,4100325 - N Albany S,25 - N Albany S,930
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100301 - Corvallis ONE,01 - Corvallis ONE,88
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100302 - Corvallis TWO,02 - Corvallis TWO,122
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100303 - Corvallis THREE,03 - Corvallis THREE,160
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100304 - Corvallis FOUR,04 - Corvallis FOUR,77
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100305 - Corvallis FIVE,05 - Corvallis FIVE,96
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100306 - Corvallis SIX,06 - Corvallis SIX,150
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100307 - Corvallis SEVEN,07 - Corvallis SEVEN,129
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100308 - Corvallis EIGHT,08 - Corvallis EIGHT,83
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100309 - Corvallis NINE,09 - Corvallis NINE,123
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100310 - Philomath,10 - Philomath,83
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100312 - Adair Village,12 - Adair Village,17
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100313 - Monroe,13 - Monroe,9
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100314 - Alsea School,14 - Alsea School,25
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100315 - Northwest,15 - Northwest,63
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100316 - Corvallis Rural,16 - Corvallis Rural,102
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100317 - North 509J,17 - North 509J,36
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100318 - Albany Rural,18 - Albany Rural,20
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100319 - South 509J,19 - South 509J,25
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100320 - Monroe Rural,20 - Monroe Rural,39
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100321 - Philomath Rural,21 - Philomath Rural,10
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100322 - Adair Rural,22 - Adair Rural,4
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100323 - Highway 20,23 - Highway 20,27
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100324 - N Albany N,24 - N Albany N,67
general,Jill Stein,President,PGP,OR,OR | BENTON,Oregon,Benton,41,41003,4100325 - N Albany S,25 - N Albany S,40
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100301 - Corvallis ONE,01 - Corvallis ONE,197
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100302 - Corvallis TWO,02 - Corvallis TWO,164
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100303 - Corvallis THREE,03 - Corvallis THREE,199
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100304 - Corvallis FOUR,04 - Corvallis FOUR,176
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100305 - Corvallis FIVE,05 - Corvallis FIVE,144
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100306 - Corvallis SIX,06 - Corvallis SIX,143
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100307 - Corvallis SEVEN,07 - Corvallis SEVEN,170
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100308 - Corvallis EIGHT,08 - Corvallis EIGHT,156
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100309 - Corvallis NINE,09 - Corvallis NINE,190
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100310 - Philomath,10 - Philomath,196
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100312 - Adair Village,12 - Adair Village,28
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100313 - Monroe,13 - Monroe,11
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100314 - Alsea School,14 - Alsea School,21
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100315 - Northwest,15 - Northwest,132
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100316 - Corvallis Rural,16 - Corvallis Rural,128
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100317 - North 509J,17 - North 509J,61
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100318 - Albany Rural,18 - Albany Rural,84
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100319 - South 509J,19 - South 509J,61
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100320 - Monroe Rural,20 - Monroe Rural,79
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100321 - Philomath Rural,21 - Philomath Rural,20
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100322 - Adair Rural,22 - Adair Rural,19
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100323 - Highway 20,23 - Highway 20,30
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100324 - N Albany N,24 - N Albany N,176
general,Gary Johnson,President,LBT,OR,OR | BENTON,Oregon,Benton,41,41003,4100325 - N Albany S,25 - N Albany S,107
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100301 - Corvallis ONE,01 - Corvallis ONE,120
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100302 - Corvallis TWO,02 - Corvallis TWO,87
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100303 - Corvallis THREE,03 - Corvallis THREE,128
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100304 - Corvallis FOUR,04 - Corvallis FOUR,63
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100305 - Corvallis FIVE,05 - Corvallis FIVE,81
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100306 - Corvallis SIX,06 - Corvallis SIX,138
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100307 - Corvallis SEVEN,07 - Corvallis SEVEN,114
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100308 - Corvallis EIGHT,08 - Corvallis EIGHT,132
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100309 - Corvallis NINE,09 - Corvallis NINE,165
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100310 - Philomath,10 - Philomath,119
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100312 - Adair Village,12 - Adair Village,29
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100313 - Monroe,13 - Monroe,5
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100314 - Alsea School,14 - Alsea School,13
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100315 - Northwest,15 - Northwest,71
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100316 - Corvallis Rural,16 - Corvallis Rural,110
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100317 - North 509J,17 - North 509J,62
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100318 - Albany Rural,18 - Albany Rural,52
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100319 - South 509J,19 - South 509J,31
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100320 - Monroe Rural,20 - Monroe Rural,40
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100321 - Philomath Rural,21 - Philomath Rural,15
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100322 - Adair Rural,22 - Adair Rural,18
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100323 - Highway 20,23 - Highway 20,21
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100324 - N Albany N,24 - N Albany N,118
general,Write-ins,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100325 - N Albany S,25 - N Albany S,96
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100301 - Corvallis ONE,01 - Corvallis ONE,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100302 - Corvallis TWO,02 - Corvallis TWO,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100303 - Corvallis THREE,03 - Corvallis THREE,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100304 - Corvallis FOUR,04 - Corvallis FOUR,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100305 - Corvallis FIVE,05 - Corvallis FIVE,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100306 - Corvallis SIX,06 - Corvallis SIX,3
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100307 - Corvallis SEVEN,07 - Corvallis SEVEN,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100308 - Corvallis EIGHT,08 - Corvallis EIGHT,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100309 - Corvallis NINE,09 - Corvallis NINE,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100310 - Philomath,10 - Philomath,1
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100312 - Adair Village,12 - Adair Village,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100313 - Monroe,13 - Monroe,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100314 - Alsea School,14 - Alsea School,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100315 - Northwest,15 - Northwest,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100316 - Corvallis Rural,16 - Corvallis Rural,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100317 - North 509J,17 - North 509J,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100318 - Albany Rural,18 - Albany Rural,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100319 - South 509J,19 - South 509J,1
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100320 - Monroe Rural,20 - Monroe Rural,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100321 - Philomath Rural,21 - Philomath Rural,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100322 - Adair Rural,22 - Adair Rural,1
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100323 - Highway 20,23 - Highway 20,0
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100324 - N Albany N,24 - N Albany N,3
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100325 - N Albany S,25 - N Albany S,1
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100301 - Corvallis ONE,01 - Corvallis ONE,67
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100302 - Corvallis TWO,02 - Corvallis TWO,32
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100303 - Corvallis THREE,03 - Corvallis THREE,50
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100304 - Corvallis FOUR,04 - Corvallis FOUR,34
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100305 - Corvallis FIVE,05 - Corvallis FIVE,28
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100306 - Corvallis SIX,06 - Corvallis SIX,52
general,Over Votes and Under Votes,President,,OR,OR | BENTON,Oregon,Benton,41,41003,4100307 - Corvallis SEVEN,07 - Corvallis SEVEN,65
