Election Type,Name Raw,Office,Party,State Abbr,State County,State Name,County,State FIPS,County FIPS,Precinct,Jurisdiction,Votes
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391123,1123,1390
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391123,1123,170
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391123,1123,48
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391123,1123,83
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391125,1125,349
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391125,1125,2739
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391125,1125,297
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391125,1125,112
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391125,1125,170
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391127,1127,627
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391127,1127,4764
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391127,1127,325
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391127,1127,151
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391127,1127,186
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391231,1231,303
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391231,1231,2812
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391231,1231,195
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391231,1231,86
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391231,1231,115
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391233,1233,397
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391233,1233,2464
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391233,1233,126
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391233,1233,90
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391233,1233,112
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391235,1235,769
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391235,1235,5088
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391235,1235,228
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391235,1235,192
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391235,1235,186
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391341,1341,10
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391341,1341,58
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391341,1341,3
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391341,1341,1
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391341,1341,0
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391343,1343,339
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391343,1343,3597
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391343,1343,189
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391343,1343,149
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391343,1343,112
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391345,1345,334
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391345,1345,3329
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391345,1345,153
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391345,1345,125
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391345,1345,105
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391349,1349,134
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391349,1349,1153
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391349,1349,74
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391349,1349,67
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391349,1349,37
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391451,1451,1349
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391451,1451,2270
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391451,1451,73
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391451,1451,146
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391451,1451,168
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391453,1453,599
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391453,1453,1345
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391453,1453,59
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391453,1453,112
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391453,1453,97
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391455,1455,332
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391455,1455,1044
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391455,1455,55
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391455,1455,86
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391455,1455,75
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391457,1457,917
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391457,1457,1651
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391457,1457,80
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391457,1457,100
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391457,1457,139
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391561,1561,2057
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391561,1561,3363
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391561,1561,110
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391561,1561,283
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391561,1561,271
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391563,1563,812
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391563,1563,1608
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391563,1563,74
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391563,1563,109
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391563,1563,122
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391565,1565,496
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391565,1565,1064
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391565,1565,40
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391565,1565,69
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391565,1565,74
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391569,1569,638
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391569,1569,900
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391569,1569,42
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391569,1569,91
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391569,1569,79
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391671,1671,623
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391671,1671,713
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391671,1671,40
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391671,1671,72
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391671,1671,69
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391673,1673,1172
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391673,1673,1651
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391673,1673,108
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391673,1673,181
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391673,1673,149
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391675,1675,2074
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391675,1675,2445
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391675,1675,97
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391675,1675,252
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391675,1675,211
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391781,1781,466
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391781,1781,1068
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391781,1781,108
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391781,1781,57
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391781,1781,91
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391783,1783,250
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391783,1783,1752
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391783,1783,228
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391783,1783,78
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391783,1783,132
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391785,1785,797
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391785,1785,1297
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391785,1785,86
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391785,1785,98
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391785,1785,101
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391787,1787,1320
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391787,1787,1551
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391787,1787,53
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391787,1787,164
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391787,1787,128
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391891,1891,788
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391891,1891,1016
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391891,1891,84
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391891,1891,124
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391891,1891,98
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391893,1893,82
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391893,1893,391
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391893,1893,48
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391893,1893,19
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391893,1893,24
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391895,1895,80
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391895,1895,307
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391895,1895,12
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391895,1895,22
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391895,1895,9
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391897,1897,867
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391897,1897,1933
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391897,1897,63
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391897,1897,114
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391897,1897,106
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410391899,1899,962
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410391899,1899,2536
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410391899,1899,156
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410391899,1899,155
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410391899,1899,177
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410392122,2122,1430
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410392122,2122,2036
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410392122,2122,137
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410392122,2122,253
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410392122,2122,186
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410392234,2234,1146
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410392234,2234,2387
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410392234,2234,179
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410392234,2234,190
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410392234,2234,202
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410392238,2238,58
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410392238,2238,63
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410392238,2238,4
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410392238,2238,10
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410392238,2238,1
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410392340,2340,1564
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410392340,2340,2063
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410392340,2340,152
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410392340,2340,210
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410392340,2340,189
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410392344,2344,40
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410392344,2344,29
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410392344,2344,0
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410392344,2344,4
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410392344,2344,3
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410392456,2456,1642
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410392456,2456,1707
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410392456,2456,123
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410392456,2456,235
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410392456,2456,173
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410392562,2562,2016
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410392562,2562,1947
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410392562,2562,132
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410392562,2562,275
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410392562,2562,183
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410392676,2676,2570
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410392676,2676,2133
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410392676,2676,91
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410392676,2676,287
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410392676,2676,238
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410394200,4200,313
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410394200,4200,306
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410394200,4200,15
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410394200,4200,36
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410394200,4200,21
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410394301,4301,2099
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410394301,4301,1656
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410394301,4301,149
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410394301,4301,234
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410394301,4301,159
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410394400,4400,1322
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410394400,4400,876
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410394400,4400,56
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410394400,4400,151
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410394400,4400,86
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410394500,4500,486
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410394500,4500,400
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410394500,4500,17
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410394500,4500,24
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410394500,4500,21
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410394601,4601,2280
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410394601,4601,2198
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410394601,4601,105
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410394601,4601,219
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410394601,4601,140
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410394700,4700,1610
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410394700,4700,954
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410394700,4700,66
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410394700,4700,169
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410394700,4700,121
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410394800,4800,640
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410394800,4800,519
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410394800,4800,49
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410394800,4800,81
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410394800,4800,42
general,Donald J Trump,President,REP,OR,OR | LANE,Oregon,Lane,41,41039,410394900,4900,1193
general,Hillary Clinton,President,DEM,OR,OR | LANE,Oregon,Lane,41,41039,410394900,4900,793
general,Jill Stein,President,PGP,OR,OR | LANE,Oregon,Lane,41,41039,410394900,4900,66
general,Gary Johnson,President,LBT,OR,OR | LANE,Oregon,Lane,41,41039,410394900,4900,122
general,Write-ins,President,,OR,OR | LANE,Oregon,Lane,41,41039,410394900,4900,97
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104102 Alsea,02 Alsea,258
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104103 Seaview,03 Seaview,264
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104104 Tidewater,04 Tidewater,199
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104105 Yachats,05 Yachats,205
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104106 Bayview,06 Bayview,326
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104107 Seal Rock,07 Seal Rock,379
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104108 South Beach,08 South Beach,311
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104109 Nye Creek,09 Nye Creek,247
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104110 Newport Bay,10 Newport Bay,167
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104111 Oceanview,11 Oceanview,240
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104112 Yaquina,12 Yaquina,425
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104113 Pacific,13 Pacific,358
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104114 Agate Beach,14 Agate Beach,343
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104115 Otter Rock,15 Otter Rock,89
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104116 Depoe Bay,16 Depoe Bay,389
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104117 Fogarty,17 Fogarty,386
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104118 Kern,18 Kern,296
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104119 Schooner Ck,19 Schooner Ck,467
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104120 Delake,20 Delake,529
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104121 Oceanlake,21 Oceanlake,411
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104122 Sunset West,22 Sunset West,566
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104123 Sunset East,23 Sunset East,409
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104124 Rose Lodge,24 Rose Lodge,299
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104125 Big Elk,25 Big Elk,42
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104126 Elk City,26 Elk City,43
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104127 Fruitvale,27 Fruitvale,336
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104128 Eddyville,28 Eddyville,147
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104129 SiIetz,29 SiIetz,453
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104130 Rock Creek,30 Rock Creek,74
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104131 East Toledo,31 East Toledo,476
general,Donald J Trump,President,REP,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104132 South Toledo,32 South Toledo,417
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104101 Waldport,01 Waldport,641
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104102 Alsea,02 Alsea,209
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104103 Seaview,03 Seaview,305
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104104 Tidewater,04 Tidewater,136
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104105 Yachats,05 Yachats,582
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104106 Bayview,06 Bayview,528
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104107 Seal Rock,07 Seal Rock,536
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104108 South Beach,08 South Beach,489
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104109 Nye Creek,09 Nye Creek,513
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104110 Newport Bay,10 Newport Bay,365
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104111 Oceanview,11 Oceanview,370
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104112 Yaquina,12 Yaquina,520
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104113 Pacific,13 Pacific,574
general,Hillary Clinton,President,DEM,OR,OR | LINCOLN,Oregon,Lincoln,41,41041,4104114 Agate Beach,14 Agate Beach,491
