Election Type,Name Raw,Office,Party,StateAbbr,StateName,County,StateFIPS,CountyFIPS,Precinct,Jurisdiction,Votes
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Baker 2,Baker 2,70
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Baker 3,Baker 3,56
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Baker 4,Baker 4,88
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Baker 5,Baker 5,94
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Baker Country 13,Baker Country 13,74
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Durkee 14,Durkee 14,10
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Eagle Valley 15,Eagle Valley 15,29
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Haines 17,Haines 17,52
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Hereford 18,Hereford 18,7
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Huntington 19,Huntington 19,3
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Irondyke 20,Irondyke 20,1
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Keating 21,Keating 21,18
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Pine Valley 22,Pine Valley 22,27
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Poca-Wing 24,Poca-Wing 24,68
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Sumpter 25,Sumpter 25,14
primary,Ted Cruz,President,REP,OR,Oregon,Baker,41,41001,41001Unity 26,Unity 26,2
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Baker 1,Baker 1,44
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Baker 2,Baker 2,45
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Baker 3,Baker 3,30
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Baker 4,Baker 4,36
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Baker 5,Baker 5,54
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Baker Country 13,Baker Country 13,44
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Durkee 14,Durkee 14,0
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Eagle Valley 15,Eagle Valley 15,26
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Haines 17,Haines 17,59
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Hereford 18,Hereford 18,2
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Huntington 19,Huntington 19,2
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Irondyke 20,Irondyke 20,4
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Keating 21,Keating 21,6
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Pine Valley 22,Pine Valley 22,41
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Poca-Wing 24,Poca-Wing 24,62
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Sumpter 25,Sumpter 25,14
primary,John R Kasich,President,REP,OR,Oregon,Baker,41,41001,41001Unity 26,Unity 26,2
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Baker 1,Baker 1,216
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Baker 2,Baker 2,156
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Baker 3,Baker 3,220
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Baker 4,Baker 4,284
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Baker 5,Baker 5,297
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Baker Country 13,Baker Country 13,242
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Durkee 14,Durkee 14,37
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Eagle Valley 15,Eagle Valley 15,118
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Haines 17,Haines 17,153
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Hereford 18,Hereford 18,36
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Huntington 19,Huntington 19,48
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Irondyke 20,Irondyke 20,12
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Keating 21,Keating 21,58
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Pine Valley 22,Pine Valley 22,114
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Poca-Wing 24,Poca-Wing 24,218
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Sumpter 25,Sumpter 25,85
primary,Donald J Trump,President,REP,OR,Oregon,Baker,41,41001,41001Unity 26,Unity 26,52
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Baker 1,Baker 1,10
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Baker 2,Baker 2,7
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Baker 3,Baker 3,10
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Baker 4,Baker 4,12
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Baker 5,Baker 5,11
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Baker Country 13,Baker Country 13,5
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Durkee 14,Durkee 14,0
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Eagle Valley 15,Eagle Valley 15,2
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Haines 17,Haines 17,9
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Hereford 18,Hereford 18,0
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Huntington 19,Huntington 19,1
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Irondyke 20,Irondyke 20,0
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Keating 21,Keating 21,0
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Pine Valley 22,Pine Valley 22,7
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Poca-Wing 24,Poca-Wing 24,3
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Sumpter 25,Sumpter 25,0
primary,Write-ins,President,REP,OR,Oregon,Baker,41,41001,41001Unity 26,Unity 26,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Baker 1,Baker 1,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Baker 2,Baker 2,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Baker 3,Baker 3,1
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Baker 4,Baker 4,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Baker 5,Baker 5,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Baker Country 13,Baker Country 13,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Durkee 14,Durkee 14,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Eagle Valley 15,Eagle Valley 15,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Haines 17,Haines 17,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Hereford 18,Hereford 18,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Huntington 19,Huntington 19,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Irondyke 20,Irondyke 20,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Keating 21,Keating 21,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Pine Valley 22,Pine Valley 22,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Poca-Wing 24,Poca-Wing 24,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Sumpter 25,Sumpter 25,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Unity 26,Unity 26,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Baker 1,Baker 1,14
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Baker 2,Baker 2,7
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Baker 3,Baker 3,12
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Baker 4,Baker 4,12
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Baker 5,Baker 5,21
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Baker Country 13,Baker Country 13,17
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Durkee 14,Durkee 14,2
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Eagle Valley 15,Eagle Valley 15,12
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Haines 17,Haines 17,14
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Hereford 18,Hereford 18,2
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Huntington 19,Huntington 19,1
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Irondyke 20,Irondyke 20,0
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Keating 21,Keating 21,1
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Pine Valley 22,Pine Valley 22,15
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Poca-Wing 24,Poca-Wing 24,23
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Sumpter 25,Sumpter 25,3
primary,Over Votes and Under Votes,President,REP,OR,Oregon,Baker,41,41001,41001Unity 26,Unity 26,2
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 1,Baker 1,63
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 2,Baker 2,58
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 3,Baker 3,45
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 4,Baker 4,68
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 5,Baker 5,56
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Baker Country 13,Baker Country 13,20
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Durkee 14,Durkee 14,0
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Eagle Valley 15,Eagle Valley 15,26
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Haines 17,Haines 17,22
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Hereford 18,Hereford 18,2
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Huntington 19,Huntington 19,22
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Irondyke 20,Irondyke 20,6
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Keating 21,Keating 21,2
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Pine Valley 22,Pine Valley 22,42
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Poca-Wing 24,Poca-Wing 24,46
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Sumpter 25,Sumpter 25,15
primary,Hillary Clinton,President,DEM,OR,Oregon,Baker,41,41001,41001Unity 26,Unity 26,1
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 1,Baker 1,102
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 2,Baker 2,74
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 3,Baker 3,92
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 4,Baker 4,93
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 5,Baker 5,118
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Baker Country 13,Baker Country 13,37
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Durkee 14,Durkee 14,2
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Eagle Valley 15,Eagle Valley 15,33
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Haines 17,Haines 17,28
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Hereford 18,Hereford 18,1
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Huntington 19,Huntington 19,13
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Irondyke 20,Irondyke 20,3
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Keating 21,Keating 21,15
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Pine Valley 22,Pine Valley 22,70
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Poca-Wing 24,Poca-Wing 24,50
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Sumpter 25,Sumpter 25,15
primary,Bernie Sanders,President,DEM,OR,Oregon,Baker,41,41001,41001Unity 26,Unity 26,2
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 1,Baker 1,8
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 2,Baker 2,9
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 3,Baker 3,8
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 4,Baker 4,14
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 5,Baker 5,10
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Baker Country 13,Baker Country 13,5
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Durkee 14,Durkee 14,0
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Eagle Valley 15,Eagle Valley 15,7
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Haines 17,Haines 17,3
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Hereford 18,Hereford 18,0
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Huntington 19,Huntington 19,2
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Irondyke 20,Irondyke 20,2
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Keating 21,Keating 21,1
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Pine Valley 22,Pine Valley 22,6
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Poca-Wing 24,Poca-Wing 24,1
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Sumpter 25,Sumpter 25,3
primary,Write-ins,President,DEM,OR,Oregon,Baker,41,41001,41001Unity 26,Unity 26,1
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 1,Baker 1,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 2,Baker 2,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 3,Baker 3,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 4,Baker 4,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 5,Baker 5,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Baker Country 13,Baker Country 13,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Durkee 14,Durkee 14,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Eagle Valley 15,Eagle Valley 15,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Haines 17,Haines 17,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Hereford 18,Hereford 18,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Huntington 19,Huntington 19,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Irondyke 20,Irondyke 20,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Keating 21,Keating 21,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Pine Valley 22,Pine Valley 22,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Poca-Wing 24,Poca-Wing 24,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Sumpter 25,Sumpter 25,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Unity 26,Unity 26,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 1,Baker 1,6
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 2,Baker 2,14
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 3,Baker 3,7
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 4,Baker 4,7
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Baker 5,Baker 5,11
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Baker Country 13,Baker Country 13,8
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Durkee 14,Durkee 14,3
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Eagle Valley 15,Eagle Valley 15,6
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Haines 17,Haines 17,3
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Hereford 18,Hereford 18,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Huntington 19,Huntington 19,3
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Irondyke 20,Irondyke 20,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Keating 21,Keating 21,1
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Pine Valley 22,Pine Valley 22,8
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Poca-Wing 24,Poca-Wing 24,6
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Sumpter 25,Sumpter 25,6
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Baker,41,41001,41001Unity 26,Unity 26,1
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030002 02,0002 02,252
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030003 03,0003 03,411
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030004 04,0004 04,223
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030005 05,0005 05,276
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030006 06,0006 06,489
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030007 07,0007 07,918
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030008 08,0008 08,946
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030009 09,0009 09,484
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030010 10,0010 10,267
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030012 12,0012 12,27
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030013 13,0013 13,43
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030014 14,0014 14,37
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030015 15,0015 15,300
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030016 16,0016 16,580
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030017 17,0017 17,253
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030018 18,0018 18,162
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030019 19,0019 19,141
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030020 20,0020 20,174
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030021 21,0021 21,59
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030022 22,0022 22,68
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030023 23,0023 23,74
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030024 24,0024 24,355
primary,Hillary Clinton,President,DEM,OR,Oregon,Benton,41,41003,410030025 25,0025 25,281
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030001 01,0001 01,817
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030002 02,0002 02,918
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030003 03,0003 03,1086
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030004 04,0004 04,575
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030005 05,0005 05,931
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030006 06,0006 06,961
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030007 07,0007 07,1192
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030008 08,0008 08,790
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030009 09,0009 09,794
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030010 10,0010 10,535
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030012 12,0012 12,90
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030013 13,0013 13,23
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030014 14,0014 14,96
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030015 15,0015 15,516
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030016 16,0016 16,653
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030017 17,0017 17,315
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030018 18,0018 18,189
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030019 19,0019 19,243
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030020 20,0020 20,201
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030021 21,0021 21,61
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030022 22,0022 22,96
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030023 23,0023 23,125
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030024 24,0024 24,405
primary,Bernie Sanders,President,DEM,OR,Oregon,Benton,41,41003,410030025 25,0025 25,310
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030001 01,0001 01,9
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030002 02,0002 02,3
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030003 03,0003 03,3
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030004 04,0004 04,3
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030005 05,0005 05,2
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030006 06,0006 06,9
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030007 07,0007 07,6
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030008 08,0008 08,8
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030009 09,0009 09,10
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030010 10,0010 10,7
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030012 12,0012 12,2
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030013 13,0013 13,4
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030014 14,0014 14,2
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030015 15,0015 15,8
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030016 16,0016 16,8
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030017 17,0017 17,4
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030018 18,0018 18,4
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030019 19,0019 19,10
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030020 20,0020 20,10
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030021 21,0021 21,3
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030022 22,0022 22,0
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030023 23,0023 23,3
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030024 24,0024 24,10
primary,Write-ins,President,DEM,OR,Oregon,Benton,41,41003,410030025 25,0025 25,11
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030001 01,0001 01,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030002 02,0002 02,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030003 03,0003 03,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030004 04,0004 04,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030005 05,0005 05,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030006 06,0006 06,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030007 07,0007 07,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030008 08,0008 08,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030009 09,0009 09,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030010 10,0010 10,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030012 12,0012 12,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030013 13,0013 13,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030014 14,0014 14,0
primary,Over Votes and Under Votes,President,DEM,OR,Oregon,Benton,41,41003,410030015 15,0015 15,0
