Election Type,Name Raw,Office,Party,State Name,County,Precinct,State Fip,CountyFIPS 3,Jurisdiction,Votes
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718320-11,37,183,20-11,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718306-09,37,183,06-09,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718307-03,37,183,07-03,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-20,37,183,04-20,10
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718306-04,37,183,06-04,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718305-08,37,183,05-08,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-15,37,183,01-15,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSCH 41-80,37,183,OSCH 41-80,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSAV 1-40,37,183,OSAV 1-40,39
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183PROVI 1-40,37,183,PROVI 1-40,14
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSLOB 1-40,37,183,OSLOB 1-40,57
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSLL 81-91,37,183,OSLL 81-91,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183TRANS 81-91,37,183,TRANS 81-91,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183ABSEN 1-40,37,183,ABSEN 1-40,81
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSCH 1-40,37,183,OSCH 1-40,63
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSNB 41-80,37,183,OSNB 41-80,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-40,37,183,01-40,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-38,37,183,01-38,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718302-01,37,183,02-01,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718302-04,37,183,02-04,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-20,37,183,01-20,9
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-31,37,183,01-31,14
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-27,37,183,01-27,7
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718309-02,37,183,09-02,2
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718312-04,37,183,12-04,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718307-01,37,183,07-01,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718315-01,37,183,15-01,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718315-04,37,183,15-04,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718319-07,37,183,19-07,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-42,37,183,01-42,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-47,37,183,01-47,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-15,37,183,04-15,11
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-14,37,183,04-14,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718307-04,37,183,07-04,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718307-07,37,183,07-07,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718305-01,37,183,05-01,6
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718305-06,37,183,05-06,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718308-11,37,183,08-11,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSNR 41-80,37,183,OSNR 41-80,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSAB 41-80,37,183,OSAB 41-80,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718320-15,37,183,20-15,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718320-10,37,183,20-10,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718319-03,37,183,19-03,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSTC 81-91,37,183,OSTC 81-91,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183TRANS 1-40,37,183,TRANS 1-40,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSCA 1-40,37,183,OSCA 1-40,135
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSAP 1-40,37,183,OSAP 1-40,65
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSHS 81-91,37,183,OSHS 81-91,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSLL 1-40,37,183,OSLL 1-40,62
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718319-15,37,183,19-15,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718319-12,37,183,19-12,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718317-11,37,183,17-11,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718317-03,37,183,17-03,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718316-01,37,183,16-01,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718316-04,37,183,16-04,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718314-02,37,183,14-02,8
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-17,37,183,04-17,12
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-07,37,183,04-07,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-08,37,183,04-08,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-05,37,183,04-05,9
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-09,37,183,01-09,2
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-03,37,183,01-03,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-06,37,183,01-06,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-29,37,183,01-29,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-10,37,183,04-10,2
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-51,37,183,01-51,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718306-05,37,183,06-05,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-11,37,183,04-11,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718310-04,37,183,10-04,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718308-05,37,183,08-05,2
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718308-03,37,183,08-03,6
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718307-12,37,183,07-12,6
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718312-08,37,183,12-08,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718312-07,37,183,12-07,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718315-02,37,183,15-02,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718313-07,37,183,13-07,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718316-06,37,183,16-06,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718318-02,37,183,18-02,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718318-03,37,183,18-03,2
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718320-09,37,183,20-09,2
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSAP 41-80,37,183,OSAP 41-80,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSCA 41-80,37,183,OSCA 41-80,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSCB 1-40,37,183,OSCB 1-40,63
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSWD 41-80,37,183,OSWD 41-80,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSOP 81-91,37,183,OSOP 81-91,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSKD 41-80,37,183,OSKD 41-80,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSAP 81-91,37,183,OSAP 81-91,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSWD 1-40,37,183,OSWD 1-40,10
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSLOB 41-80,37,183,OSLOB 41-80,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSKD 81-91,37,183,OSKD 81-91,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSNB 81-91,37,183,OSNB 81-91,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-46,37,183,01-46,7
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-41,37,183,01-41,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-06,37,183,04-06,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718307-05,37,183,07-05,7
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718307-02,37,183,07-02,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718307-11,37,183,07-11,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718310-03,37,183,10-03,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718306-06,37,183,06-06,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-16,37,183,04-16,6
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-18,37,183,04-18,7
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-19,37,183,04-19,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718320-06B,37,183,20-06B,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718320-12,37,183,20-12,6
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718320-14,37,183,20-14,6
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718317-05,37,183,17-05,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718313-09,37,183,13-09,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-03,37,183,04-03,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-04,37,183,04-04,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-39,37,183,01-39,11
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-16,37,183,01-16,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-18,37,183,01-18,10
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-11,37,183,01-11,2
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183TRANS 41-80,37,183,TRANS 41-80,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSZB 81-91,37,183,OSZB 81-91,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSWD 81-91,37,183,OSWD 81-91,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSFV 1-40,37,183,OSFV 1-40,29
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-02,37,183,01-02,2
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-05,37,183,01-05,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718318-06,37,183,18-06,9
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718318-07,37,183,18-07,7
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718318-01,37,183,18-01,12
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718312-06,37,183,12-06,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718313-06,37,183,13-06,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718308-09,37,183,08-09,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718308-04,37,183,08-04,2
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718309-03,37,183,09-03,4
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718309-01,37,183,09-01,2
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718315-03,37,183,15-03,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718304-12,37,183,04-12,7
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718306-10,37,183,06-10,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-25,37,183,01-25,2
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-28,37,183,01-28,11
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-30,37,183,01-30,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-32,37,183,01-32,12
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-49,37,183,01-49,6
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-33,37,183,01-33,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSWA 81-91,37,183,OSWA 81-91,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSWA 41-80,37,183,OSWA 41-80,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSWA 1-40,37,183,OSWA 1-40,19
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSCB 41-80,37,183,OSCB 41-80,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSKD 1-40,37,183,OSKD 1-40,19
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-26,37,183,01-26,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-23,37,183,01-23,13
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718302-03,37,183,02-03,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-44,37,183,01-44,9
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718301-35,37,183,01-35,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718319-13,37,183,19-13,2
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718319-16,37,183,19-16,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718320-03,37,183,20-03,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718319-10,37,183,19-10,8
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718316-02,37,183,16-02,5
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718317-04,37,183,17-04,8
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718317-01,37,183,17-01,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718317-10,37,183,17-10,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718317-07,37,183,17-07,3
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718313-11,37,183,13-11,2
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718312-01,37,183,12-01,1
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,3718312-02,37,183,12-02,7
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSAV 81-91,37,183,OSAV 81-91,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSAB 81-91,37,183,OSAB 81-91,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSAB 1-40,37,183,OSAB 1-40,31
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183ABSEN 41-80,37,183,ABSEN 41-80,0
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSNR 1-40,37,183,OSNR 1-40,38
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSOP 1-40,37,183,OSOP 1-40,39
general,Jill Stein,US PRESIDENT,,North Carolina,Wake,37183OSZB 41-80,37,183,OSZB 41-80,0
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183TRANS 41-80,37,183,TRANS 41-80,0
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSWD 81-91,37,183,OSWD 81-91,6
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSZB 81-91,37,183,OSZB 81-91,7
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSHS 1-40,37,183,OSHS 1-40,7865
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSNR 41-80,37,183,OSNR 41-80,592
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718320-10,37,183,20-10,556
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718320-15,37,183,20-15,573
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718311-01,37,183,11-01,683
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718311-02,37,183,11-02,663
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718313-10,37,183,13-10,708
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718308-07,37,183,08-07,430
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718308-02,37,183,08-02,527
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718317-11,37,183,17-11,757
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718316-09,37,183,16-09,428
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-39,37,183,01-39,337
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718302-01,37,183,02-01,448
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718302-04,37,183,02-04,278
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718305-01,37,183,05-01,616
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718305-06,37,183,05-06,683
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718304-15,37,183,04-15,504
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718304-14,37,183,04-14,313
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-18,37,183,01-18,470
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-16,37,183,01-16,539
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSKD 81-91,37,183,OSKD 81-91,74
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSLOB 41-80,37,183,OSLOB 41-80,2960
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSTC 81-91,37,183,OSTC 81-91,9
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSNB 81-91,37,183,OSNB 81-91,10
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSWD 41-80,37,183,OSWD 41-80,852
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-41,37,183,01-41,484
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718307-05,37,183,07-05,296
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718307-11,37,183,07-11,219
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718307-02,37,183,07-02,281
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718306-06,37,183,06-06,605
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718316-07,37,183,16-07,439
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-46,37,183,01-46,644
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183ABSEN 1-40,37,183,ABSEN 1-40,13150
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSNR 1-40,37,183,OSNR 1-40,8776
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSCB 1-40,37,183,OSCB 1-40,7474
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSFV 81-91,37,183,OSFV 81-91,1
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSAB 1-40,37,183,OSAB 1-40,6151
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718319-05,37,183,19-05,304
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718320-03,37,183,20-03,352
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSOP 81-91,37,183,OSOP 81-91,17
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSZB 41-80,37,183,OSZB 41-80,1112
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-09,37,183,01-09,375
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-06,37,183,01-06,583
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-03,37,183,01-03,479
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-29,37,183,01-29,421
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-51,37,183,01-51,219
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718303-00,37,183,03-00,501
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718306-05,37,183,06-05,304
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718312-02,37,183,12-02,601
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718312-01,37,183,12-01,485
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718316-02,37,183,16-02,827
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718317-01,37,183,17-01,478
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718317-07,37,183,17-07,645
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718317-04,37,183,17-04,606
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-11,37,183,01-11,308
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718318-01,37,183,18-01,982
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718312-06,37,183,12-06,331
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718315-03,37,183,15-03,431
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718314-02,37,183,14-02,584
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718313-06,37,183,13-06,380
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSAV 41-80,37,183,OSAV 41-80,1335
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSAP 1-40,37,183,OSAP 1-40,14795
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718318-07,37,183,18-07,316
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718318-06,37,183,18-06,756
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718319-09,37,183,19-09,286
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718304-12,37,183,04-12,399
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718308-04,37,183,08-04,299
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718308-09,37,183,08-09,320
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718309-01,37,183,09-01,236
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718309-03,37,183,09-03,159
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSCA 1-40,37,183,OSCA 1-40,17254
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSCB 41-80,37,183,OSCB 41-80,794
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSLL 1-40,37,183,OSLL 1-40,13267
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSKD 1-40,37,183,OSKD 1-40,3296
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSWA 81-91,37,183,OSWA 81-91,16
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSWA 1-40,37,183,OSWA 1-40,2356
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSTC 41-80,37,183,OSTC 41-80,317
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSHS 41-80,37,183,OSHS 41-80,121
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSFV 41-80,37,183,OSFV 41-80,110
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSGR 1-40,37,183,OSGR 1-40,8203
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSCH 81-91,37,183,OSCH 81-91,217
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSCB 81-91,37,183,OSCB 81-91,31
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718319-03,37,183,19-03,343
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718307-07,37,183,07-07,589
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718307-04,37,183,07-04,584
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-47,37,183,01-47,330
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-42,37,183,01-42,301
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718305-03,37,183,05-03,388
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718305-05,37,183,05-05,980
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718307-07A,37,183,07-07A,246
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718307-01,37,183,07-01,414
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-38,37,183,01-38,383
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-27,37,183,01-27,485
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-31,37,183,01-31,764
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-40,37,183,01-40,977
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718301-20,37,183,01-20,599
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718313-01,37,183,13-01,810
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718318-08,37,183,18-08,587
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718319-07,37,183,19-07,378
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718320-06B,37,183,20-06B,473
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718320-05,37,183,20-05,449
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSCH 1-40,37,183,OSCH 1-40,20232
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSWD 1-40,37,183,OSWD 1-40,1694
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183PROVI 81-91,37,183,PROVI 81-91,15
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718319-13,37,183,19-13,329
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718319-10,37,183,19-10,624
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718320-09,37,183,20-09,371
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,3718319-16,37,183,19-16,291
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Wake,37183OSAB 81-91,37,183,OSAB 81-91,57
