Election Type,Name Raw,Office,Party,State Name,County,Precinct,State Fip,CountyFIPS 3,Jurisdiction,Votes
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Martin,37117W1,37,117,W1,299
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Martin,37117GR,37,117,GR,405
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Martin,37117R2,37,117,R2,194
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Martin,37117GN,37,117,GN,187
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Martin,37117ABSENTEE,37,117,ABSENTEE,125
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Martin,37117PP,37,117,PP,70
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Martin,37117HM,37,117,HM,152
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Martin,37117BG,37,117,BG,574
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Martin,37117W,37,117,W,268
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Martin,37117J,37,117,J,460
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Martin,37117CR,37,117,CR,241
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Martin,37117HS,37,117,HS,43
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109IS23,37,109,IS23,8
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109TA37,37,109,TA37,6
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109BS26,37,109,BS26,8
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109LW31,37,109,LW31,5
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109NB35,37,109,NB35,2
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109ST36,37,109,ST36,3
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109DW28,37,109,DW28,3
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109OS-EAST,37,109,OS-EAST,93
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109PC22,37,109,PC22,5
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109LS12,37,109,LS12,6
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109AS25,37,109,AS25,6
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109HC33,37,109,HC33,6
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109SL24,37,109,SL24,2
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109OS-WEST,37,109,OS-WEST,11
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109OB21,37,109,OB21,1
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109OS-LINCOLN,37,109,OS-LINCOLN,59
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109LB34,37,109,LB34,7
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109IS20,37,109,IS20,13
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109BC13,37,109,BC13,2
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109DV08,37,109,DV08,7
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109WP32,37,109,WP32,11
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109LW18,37,109,LW18,5
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109LI14,37,109,LI14,6
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109DN29,37,109,DN29,11
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109ABSENTEE,37,109,ABSENTEE,10
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109LN11,37,109,LN11,6
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Lincoln,37109CF19,37,109,CF19,1
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109WP32,37,109,WP32,1
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109OS-LINCOLN,37,109,OS-LINCOLN,12
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109LB34,37,109,LB34,1
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109PC22,37,109,PC22,2
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109CF19,37,109,CF19,1
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109DN29,37,109,DN29,0
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109BS26,37,109,BS26,2
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109LI14,37,109,LI14,1
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109IS20,37,109,IS20,0
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109LN11,37,109,LN11,0
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109NB35,37,109,NB35,0
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109ST36,37,109,ST36,2
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109IS23,37,109,IS23,2
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109LS12,37,109,LS12,2
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109OS-EAST,37,109,OS-EAST,6
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109DV08,37,109,DV08,0
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109DW28,37,109,DW28,0
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109ABSENTEE,37,109,ABSENTEE,3
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109BC13,37,109,BC13,2
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109LW18,37,109,LW18,0
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109OS-WEST,37,109,OS-WEST,2
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109TA37,37,109,TA37,1
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109OB21,37,109,OB21,0
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109SL24,37,109,SL24,1
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109AS25,37,109,AS25,1
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109HC33,37,109,HC33,1
general,Jill Stein,US PRESIDENT,,North Carolina,Lincoln,37109LW31,37,109,LW31,1
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109TA37,37,109,TA37,115
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109BC13,37,109,BC13,138
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109NB35,37,109,NB35,95
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109LW31,37,109,LW31,143
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109DW28,37,109,DW28,97
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109AS25,37,109,AS25,131
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109ABSENTEE,37,109,ABSENTEE,410
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109WP32,37,109,WP32,210
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109PC22,37,109,PC22,88
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109LS12,37,109,LS12,126
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109OB21,37,109,OB21,119
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109BS26,37,109,BS26,102
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109OS-WEST,37,109,OS-WEST,440
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109HC33,37,109,HC33,196
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109LB34,37,109,LB34,131
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109IS23,37,109,IS23,149
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109ST36,37,109,ST36,176
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109SL24,37,109,SL24,108
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109LN11,37,109,LN11,128
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109OS-LINCOLN,37,109,OS-LINCOLN,3492
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109DV08,37,109,DV08,141
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109DN29,37,109,DN29,111
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109CF19,37,109,CF19,77
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109OS-EAST,37,109,OS-EAST,2702
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109LI14,37,109,LI14,79
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109LW18,37,109,LW18,76
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Lincoln,37109IS20,37,109,IS20,92
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109IS20,37,109,IS20,12
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109LN11,37,109,LN11,13
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109DV08,37,109,DV08,24
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109WP32,37,109,WP32,47
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109PC22,37,109,PC22,13
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109AS25,37,109,AS25,20
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109DN29,37,109,DN29,22
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109LI14,37,109,LI14,8
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109LW31,37,109,LW31,35
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109OS-LINCOLN,37,109,OS-LINCOLN,218
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109LW18,37,109,LW18,6
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109BC13,37,109,BC13,13
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109LB34,37,109,LB34,17
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109CF19,37,109,CF19,21
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109DW28,37,109,DW28,12
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109LS12,37,109,LS12,11
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109SL24,37,109,SL24,22
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109ABSENTEE,37,109,ABSENTEE,26
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109HC33,37,109,HC33,23
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109NB35,37,109,NB35,17
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109ST36,37,109,ST36,32
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109TA37,37,109,TA37,18
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109IS23,37,109,IS23,19
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109BS26,37,109,BS26,24
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109OS-EAST,37,109,OS-EAST,239
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109OS-WEST,37,109,OS-WEST,32
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Lincoln,37109OB21,37,109,OB21,22
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109IS20,37,109,IS20,506
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109OS-LINCOLN,37,109,OS-LINCOLN,7673
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109LN11,37,109,LN11,183
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109DW28,37,109,DW28,450
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109ABSENTEE,37,109,ABSENTEE,789
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109LW18,37,109,LW18,262
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109LI14,37,109,LI14,235
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109WP32,37,109,WP32,678
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109DN29,37,109,DN29,509
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109CF19,37,109,CF19,282
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109BC13,37,109,BC13,213
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109LB34,37,109,LB34,616
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109OS-WEST,37,109,OS-WEST,1860
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109HC33,37,109,HC33,675
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109LS12,37,109,LS12,164
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109PC22,37,109,PC22,534
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109AS25,37,109,AS25,505
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109DV08,37,109,DV08,633
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109OS-EAST,37,109,OS-EAST,7978
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109LW31,37,109,LW31,503
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109OB21,37,109,OB21,513
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109ST36,37,109,ST36,584
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109SL24,37,109,SL24,429
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109BS26,37,109,BS26,437
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109TA37,37,109,TA37,363
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109IS23,37,109,IS23,517
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Lincoln,37109NB35,37,109,NB35,613
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Jones,37103ONE STOP,37,103,ONE STOP,1009
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Jones,37103P05,37,103,P05,288
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Jones,37103P02,37,103,P02,33
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Jones,37103P05,37,103,P05,6
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Jones,37103P02,37,103,P02,0
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Jones,37103P07,37,103,P07,10
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Jones,37103P04,37,103,P04,12
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Jones,37103P01,37,103,P01,5
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Jones,37103ONE STOP,37,103,ONE STOP,18
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Jones,37103ABSENTEE,37,103,ABSENTEE,0
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Jones,37103P03,37,103,P03,2
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Jones,37103P06,37,103,P06,4
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Jones,37103P05,37,103,P05,171
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Jones,37103P02,37,103,P02,149
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Jones,37103P07,37,103,P07,214
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Jones,37103ONE STOP,37,103,ONE STOP,1409
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Jones,37103P01,37,103,P01,193
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Jones,37103P04,37,103,P04,319
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Jones,37103P06,37,103,P06,223
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Jones,37103P03,37,103,P03,204
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Jones,37103ABSENTEE,37,103,ABSENTEE,72
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Hyde,3795FF,37,95,FF,0
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Hyde,3795SLAD,37,95,SLAD,0
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Hyde,3795SQ,37,95,SQ,1
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Hyde,3795BM,37,95,BM,1
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Hyde,3795ENG,37,95,ENG,0
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Hyde,3795OS OCK,37,95,OS OCK,0
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Hyde,3795OS BOE,37,95,OS BOE,0
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Hyde,3795OCK,37,95,OCK,4
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Hyde,3795LL,37,95,LL,2
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Hyde,3795ABSENTEE,37,95,ABSENTEE,0
general,Jill Stein,US PRESIDENT,,North Carolina,Hyde,3795SLAD,37,95,SLAD,0
general,Jill Stein,US PRESIDENT,,North Carolina,Hyde,3795OCK,37,95,OCK,0
general,Jill Stein,US PRESIDENT,,North Carolina,Hyde,3795OS OCK,37,95,OS OCK,0
general,Jill Stein,US PRESIDENT,,North Carolina,Hyde,3795SQ,37,95,SQ,0
general,Jill Stein,US PRESIDENT,,North Carolina,Hyde,3795OS BOE,37,95,OS BOE,1
general,Jill Stein,US PRESIDENT,,North Carolina,Hyde,3795BM,37,95,BM,0
general,Jill Stein,US PRESIDENT,,North Carolina,Hyde,3795LL,37,95,LL,0
general,Jill Stein,US PRESIDENT,,North Carolina,Hyde,3795ENG,37,95,ENG,0
general,Jill Stein,US PRESIDENT,,North Carolina,Hyde,3795FF,37,95,FF,0
general,Jill Stein,US PRESIDENT,,North Carolina,Hyde,3795ABSENTEE,37,95,ABSENTEE,0
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Hyde,3795LL,37,95,LL,108
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Hyde,3795BM,37,95,BM,13
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Hyde,3795ENG,37,95,ENG,82
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Hyde,3795FF,37,95,FF,65
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Hyde,3795SQ,37,95,SQ,51
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Hyde,3795OS OCK,37,95,OS OCK,176
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Hyde,3795OCK,37,95,OCK,142
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Hyde,3795OS BOE,37,95,OS BOE,233
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Hyde,3795ABSENTEE,37,95,ABSENTEE,28
general,Hillary Clinton,US PRESIDENT,DEM,North Carolina,Hyde,3795SLAD,37,95,SLAD,61
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Hyde,3795SLAD,37,95,SLAD,4
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Hyde,3795ENG,37,95,ENG,6
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Hyde,3795OS OCK,37,95,OS OCK,5
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Hyde,3795OS BOE,37,95,OS BOE,5
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Hyde,3795OCK,37,95,OCK,16
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Hyde,3795SQ,37,95,SQ,2
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Hyde,3795ABSENTEE,37,95,ABSENTEE,1
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Hyde,3795BM,37,95,BM,2
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Hyde,3795LL,37,95,LL,1
general,Gary Johnson,US PRESIDENT,LIB,North Carolina,Hyde,3795FF,37,95,FF,0
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Hyde,3795OS OCK,37,95,OS OCK,67
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Hyde,3795ENG,37,95,ENG,172
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Hyde,3795OCK,37,95,OCK,91
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Hyde,3795ABSENTEE,37,95,ABSENTEE,29
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Hyde,3795LL,37,95,LL,113
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Hyde,3795FF,37,95,FF,127
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Hyde,3795BM,37,95,BM,145
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Hyde,3795SQ,37,95,SQ,140
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Hyde,3795OS BOE,37,95,OS BOE,272
general,Donald J. Trump,US PRESIDENT,REP,North Carolina,Hyde,3795SLAD,37,95,SLAD,122
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789FR,37,89,FR,34
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789MG,37,89,MG,13
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789PV,37,89,PV,15
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789NM,37,89,NM,25
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789CC,37,89,CC,29
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789EV,37,89,EV,24
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789SM,37,89,SM,31
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789RR,37,89,RR,9
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789BC,37,89,BC,3
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789ABSENTEE,37,89,ABSENTEE,48
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789HV-3,37,89,HV-3,15
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789HC,37,89,HC,36
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789ED,37,89,ED,11
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789NW,37,89,NW,15
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789AT,37,89,AT,20
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789AR,37,89,AR,13
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789HS,37,89,HS,19
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789CB,37,89,CB,6
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789LP,37,89,LP,8
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789SE,37,89,SE,6
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789ES,37,89,ES,19
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789LJ,37,89,LJ,19
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789RG,37,89,RG,29
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789CV,37,89,CV,2
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789SB,37,89,SB,21
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789GR,37,89,GR,18
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789PR,37,89,PR,28
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789BK,37,89,BK,9
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789EF,37,89,EF,13
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789HV-1,37,89,HV-1,18
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789NB,37,89,NB,18
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789HV-2,37,89,HV-2,21
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789FL,37,89,FL,45
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789GM,37,89,GM,7
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789SW,37,89,SW,12
general,Write-In (Miscellaneous),US PRESIDENT,,North Carolina,Henderson,3789NE,37,89,NE,4
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789BK,37,89,BK,1
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789GR,37,89,GR,7
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789NE,37,89,NE,0
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789SE,37,89,SE,6
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789FL,37,89,FL,9
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789NW,37,89,NW,2
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789ABSENTEE,37,89,ABSENTEE,5
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789EF,37,89,EF,11
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789CV,37,89,CV,0
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789HV-3,37,89,HV-3,16
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789HC,37,89,HC,9
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789SM,37,89,SM,10
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789FR,37,89,FR,10
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789CC,37,89,CC,12
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789RR,37,89,RR,5
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789NM,37,89,NM,12
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789MG,37,89,MG,1
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789PV,37,89,PV,10
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789SW,37,89,SW,7
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789ES,37,89,ES,5
general,Jill Stein,US PRESIDENT,,North Carolina,Henderson,3789LP,37,89,LP,9
